Date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches)
2016-02-07,40.0,16.0,0.02,0.4,5.0
2016-02-08,17.0,11.0,0.0,0.0,2.0
2016-02-09,17.0,5.0,0.0,0.0,2.0
2016-02-10,13.0,3.0,0.0,0.0,2.0
2016-02-11,17.0,2.0,0.01,0.9,2.0
2016-02-12,15.0,0.0,0.0,0.0,2.0
2016-02-13,10.0,-6.0,0.0,0.0,2.0
2016-02-14,19.0,7.0,0.04,0.7,2.0
2016-02-15,32.0,18.0,0.0,0.0,3.0
2016-02-16,35.0,21.0,0.0,0.0,2.0
2016-02-17,29.0,14.0,0.0,0.0,2.0
2016-02-18,41.0,25.0,0.0,0.0,2.0
2016-02-19,45.0,35.0,0.37,0.0,1.0
2016-02-20,43.0,30.0,0.0,0.0,0.0
2016-02-21,37.0,26.0,0.0,0.0,0.0
2016-02-22,35.0,27.0,0.0,0.0,0.0
2016-02-23,40.0,33.0,0.04,0.3,0.0
2016-02-24,38.0,30.0,0.0,0.0,0.0
2016-02-25,35.0,26.0,0.0,0.0,0.0
2016-02-26,42.0,24.0,0.0,0.0,0.0
2016-02-27,58.0,34.0,0.0,0.0,0.0
2016-02-28,43.0,28.0,0.03,0.1,0.0
2016-02-29,39.0,19.0,0.0,0.0,0.0
2016-03-01,27.0,14.0,0.0,0.0,0.0
2016-03-02,32.0,13.0,0.0,0.0,0.0
2016-03-03,35.0,26.0,0.0,0.0,0.0
2016-03-04,37.0,29.0,0.05,0.4,0.0
2016-03-05,39.0,29.0,0.0,0.0,0.0
2016-03-06,60.0,29.0,0.0,0.0,0.0
2016-03-07,64.0,42.0,0.0,0.0,0.0
2016-03-08,70.0,40.0,0.0,0.0,0.0
2016-03-09,42.0,35.0,0.0,0.0,0.0
2016-03-10,49.0,33.0,0.0,0.0,0.0
2016-03-11,66.0,28.0,0.0,0.0,0.0
2016-03-12,70.0,49.0,0.0,0.0,0.0
2016-03-13,54.0,47.0,0.0,0.0,0.0
2016-03-14,58.0,48.0,0.01,0.0,0.0
2016-03-15,55.0,45.0,0.85,0.0,0.0
2016-03-16,49.0,40.0,0.05,0.0,0.0
2016-03-17,42.0,32.0,0.01,0.0,0.0
2016-03-18,37.0,30.0,0.0,0.0,0.0
2016-03-19,43.0,27.0,0.07,1.3,1.0
2016-03-20,43.0,26.0,0.0,0.0,0.0
2016-03-21,53.0,28.0,0.0,0.0,0.0
2016-03-22,55.0,33.0,0.0,0.0,0.0
2016-03-23,36.0,29.0,0.31,3.7,0.0
2016-03-24,47.0,28.0,0.0,0.0,3.0
2016-03-25,48.0,27.0,0.0,0.0,0.0
2016-03-26,51.0,39.0,0.12,0.0,0.0
2016-03-27,43.0,31.0,0.07,0.0,0.0
2016-03-28,59.0,28.0,0.0,0.0,0.0
2016-03-29,64.0,40.0,0.19,0.0,0.0
2016-03-30,48.0,43.0,0.4,0.0,0.0
2016-03-31,54.0,40.0,0.13,0.0,0.0
2016-04-01,41.0,32.0,0.02,0.0,0.0
2016-04-02,36.0,26.0,0.0,0.0,0.0
2016-04-03,68.0,29.0,0.0,0.0,0.0
2016-04-04,42.0,28.0,0.0,0.0,0.0
2016-04-05,37.0,28.0,0.07,0.0,0.0
2016-04-06,44.0,32.0,0.0,0.0,0.0
2016-04-07,43.0,33.0,0.04,0.0,0.0
2016-04-08,37.0,24.0,0.02,0.5,0.0
2016-04-09,43.0,20.0,0.0,0.0,0.0
2016-04-10,59.0,35.0,0.0,0.0,0.0
2016-04-11,44.0,31.0,0.0,0.0,0.0
2016-04-12,49.0,27.0,0.0,0.0,0.0
2016-04-13,71.0,41.0,0.0,0.0,0.0
2016-04-14,76.0,49.0,0.0,0.0,0.0
2016-04-15,77.0,48.0,0.0,0.0,0.0
2016-04-16,80.0,57.0,0.0,0.0,0.0
2016-04-17,79.0,58.0,0.0,0.0,0.0
2016-04-18,79.0,51.0,0.19,0.0,0.0
2016-04-19,59.0,48.0,0.08,0.0,0.0
2016-04-20,67.0,52.0,0.25,0.0,0.0
2016-04-21,66.0,50.0,0.32,0.0,0.0
2016-04-22,59.0,43.0,0.0,0.0,0.0
2016-04-23,71.0,43.0,0.0,0.0,0.0
2016-04-24,62.0,52.0,0.39,0.0,0.0
2016-04-25,55.0,44.0,0.53,0.0,0.0
2016-04-26,49.0,42.0,0.0,0.0,0.0
2016-04-27,53.0,40.0,0.28,0.0,0.0
2016-04-28,43.0,37.0,0.65,0.0,0.0
2016-04-29,60.0,34.0,0.0,0.0,0.0
2016-04-30,58.0,42.0,0.0,0.0,0.0
2016-05-01,63.0,41.0,0.0,0.0,0.0
2016-05-02,67.0,39.0,0.0,0.0,0.0
2016-05-03,73.0,48.0,0.0,0.0,0.0
2016-05-04,66.0,45.0,0.0,0.0,0.0
2016-05-05,79.0,45.0,0.0,0.0,0.0
2016-05-06,92.0,60.0,0.0,0.0,0.0
2016-05-07,70.0,51.0,0.0,0.0,0.0
2016-05-08,73.0,46.0,0.0,0.0,0.0
2016-05-09,68.0,53.0,0.33,0.0,0.0
2016-05-10,58.0,48.0,0.59,0.0,0.0
2016-05-11,56.0,49.0,0.15,0.0,0.0
2016-05-12,58.0,48.0,0.0,0.0,0.0
2016-05-13,50.0,39.0,0.18,0.0,0.0
2016-05-14,52.0,34.0,0.0,0.0,0.0
2016-05-15,65.0,34.0,0.0,0.0,0.0
2016-05-16,66.0,49.0,0.0,0.0,0.0
2016-05-17,65.0,46.0,0.0,0.0,0.0
2016-05-18,70.0,43.0,0.0,0.0,0.0
2016-05-19,74.0,50.0,0.0,0.0,0.0
2016-05-20,76.0,54.0,0.0,0.0,0.0
2016-05-21,80.0,53.0,0.0,0.0,0.0
2016-05-22,84.0,53.0,0.0,0.0,0.0
2016-05-23,84.0,66.0,0.0,0.0,0.0
2016-05-24,86.0,66.0,0.0,0.0,0.0
2016-05-25,76.0,66.0,0.33,0.0,0.0
2016-05-26,81.0,61.0,0.27,0.0,0.0
2016-05-27,70.0,63.0,0.24,0.0,0.0
2016-05-28,68.0,61.0,0.31,0.0,0.0
2016-05-29,79.0,62.0,0.0,0.0,0.0
2016-05-30,84.0,60.0,0.0,0.0,0.0
2016-05-31,73.0,63.0,0.02,0.0,0.0
2016-06-01,67.0,59.0,0.0,0.0,0.0
2016-06-02,75.0,56.0,0.0,0.0,0.0
2016-06-03,70.0,61.0,0.21,0.0,0.0
2016-06-04,74.0,58.0,0.06,0.0,0.0
2016-06-05,83.0,55.0,0.0,0.0,0.0
2016-06-06,71.0,56.0,0.01,0.0,0.0
2016-06-07,72.0,50.0,0.0,0.0,0.0
2016-06-08,79.0,54.0,0.02,0.0,0.0
2016-06-09,84.0,62.0,0.54,0.0,0.0
2016-06-10,91.0,69.0,0.0,0.0,0.0
2016-06-11,93.0,71.0,0.0,0.0,0.0
2016-06-12,78.0,61.0,0.99,0.0,0.0
2016-06-13,78.0,64.0,0.4,0.0,0.0
2016-06-14,74.0,64.0,1.49,0.0,0.0
2016-06-15,77.0,64.0,0.0,0.0,0.0
2016-06-16,80.0,63.0,0.0,0.0,0.0
2016-06-17,86.0,66.0,0.0,0.0,0.0
2016-06-18,89.0,70.0,0.0,0.0,0.0
2016-06-19,93.0,71.0,0.2,0.0,0.0
2016-06-20,80.0,65.0,0.0,0.0,0.0
2016-06-21,83.0,60.0,0.0,0.0,0.0
2016-06-22,83.0,63.0,0.47,0.0,0.0
2016-06-23,77.0,58.0,0.0,0.0,0.0
2016-06-24,82.0,60.0,0.0,0.0,0.0
2016-06-25,96.0,72.0,0.0,0.0,0.0
2016-06-26,88.0,67.0,0.0,0.0,0.0
2016-06-27,76.0,64.0,0.0,0.0,0.0
2016-06-28,77.0,58.0,0.0,0.0,0.0
2016-06-29,81.0,60.0,0.0,0.0,0.0
2016-06-30,79.0,61.0,0.1,0.0,0.0
2016-07-01,75.0,52.0,0.0,0.0,0.0
2016-07-02,79.0,60.0,0.0,0.0,0.0
2016-07-03,80.0,62.0,0.0,0.0,0.0
2016-07-04,80.0,61.0,0.0,0.0,0.0
2016-07-05,90.0,66.0,1.21,0.0,0.0
2016-07-06,88.0,66.0,0.0,0.0,0.0
2016-07-07,85.0,69.0,0.07,0.0,0.0
2016-07-08,80.0,66.0,0.0,0.0,0.0
2016-07-09,82.0,63.0,0.0,0.0,0.0
2016-07-10,82.0,66.0,0.4,0.0,0.0
2016-07-11,90.0,72.0,0.0,0.0,0.0
2016-07-12,86.0,71.0,0.08,0.0,0.0
2016-07-13,85.0,70.0,0.0,0.0,0.0
2016-07-14,71.0,62.0,0.12,0.0,0.0
2016-07-15,79.0,61.0,0.05,0.0,0.0
2016-07-16,81.0,62.0,0.2,0.0,0.0
2016-07-17,84.0,66.0,0.1,0.0,0.0
2016-07-18,88.0,67.0,0.0,0.0,0.0
2016-07-19,87.0,68.0,0.0,0.0,0.0
2016-07-20,93.0,72.0,0.05,0.0,0.0
2016-07-21,95.0,71.0,0.16,0.0,0.0
2016-07-22,97.0,74.0,0.0,0.0,0.0
2016-07-23,82.0,71.0,2.17,0.0,0.0
2016-07-24,85.0,72.0,0.0,0.0,0.0
2016-07-25,87.0,67.0,0.0,0.0,0.0
2016-07-26,91.0,72.0,0.0,0.0,0.0
2016-07-27,80.0,68.0,0.48,0.0,0.0
2016-07-28,77.0,65.0,0.0,0.0,0.0
2016-07-29,79.0,61.0,0.0,0.0,0.0
2016-07-30,81.0,67.0,0.0,0.0,0.0
2016-07-31,84.0,67.0,0.0,0.0,0.0
2016-08-01,85.0,70.0,0.0,0.0,0.0
2016-08-02,88.0,73.0,0.0,0.0,0.0
2016-08-03,91.0,74.0,0.0,0.0,0.0
2016-08-04,85.0,70.0,1.13,0.0,0.0
2016-08-05,79.0,64.0,0.0,0.0,0.0
2016-08-06,82.0,62.0,0.0,0.0,0.0
2016-08-07,82.0,63.0,0.0,0.0,0.0
2016-08-08,83.0,65.0,0.0,0.0,0.0
2016-08-09,87.0,69.0,0.0,0.0,0.0
2016-08-10,91.0,69.0,1.53,0.0,0.0
2016-08-11,84.0,69.0,1.11,0.0,0.0
2016-08-12,82.0,68.0,0.33,0.0,0.0
2016-08-13,81.0,65.0,0.0,0.0,0.0
2016-08-14,83.0,63.0,0.0,0.0,0.0
2016-08-15,82.0,64.0,0.0,0.0,0.0
2016-08-16,86.0,67.0,0.2,0.0,0.0
2016-08-17,86.0,64.0,0.0,0.0,0.0
2016-08-18,85.0,68.0,0.0,0.0,0.0
2016-08-19,79.0,65.0,0.44,0.0,0.0
2016-08-20,68.0,58.0,0.38,0.0,0.0
2016-08-21,74.0,56.0,0.0,0.0,0.0
2016-08-22,83.0,59.0,0.0,0.0,0.0
2016-08-23,84.0,67.0,1.01,0.0,0.0
2016-08-24,82.0,66.0,0.07,0.0,0.0
2016-08-25,74.0,61.0,0.0,0.0,0.0
2016-08-26,72.0,57.0,0.0,0.0,0.0
2016-08-27,69.0,63.0,0.01,0.0,0.0
2016-08-28,85.0,61.0,0.0,0.0,0.0
2016-08-29,86.0,67.0,1.27,0.0,0.0
2016-08-30,81.0,64.0,0.34,0.0,0.0
2016-08-31,80.0,58.0,0.0,0.0,0.0
2016-09-01,77.0,60.0,0.0,0.0,0.0
2016-09-02,76.0,57.0,0.0,0.0,0.0
2016-09-03,76.0,59.0,0.0,0.0,0.0
2016-09-04,79.0,60.0,0.02,0.0,0.0
2016-09-05,81.0,67.0,0.51,0.0,0.0
2016-09-06,81.0,71.0,0.88,0.0,0.0
2016-09-07,77.0,68.0,0.02,0.0,0.0
2016-09-08,78.0,62.0,0.0,0.0,0.0
2016-09-09,74.0,62.0,0.23,0.0,0.0
2016-09-10,72.0,57.0,0.0,0.0,0.0
2016-09-11,80.0,57.0,0.0,0.0,0.0
2016-09-12,81.0,62.0,0.0,0.0,0.0
2016-09-13,66.0,56.0,0.0,0.0,0.0
2016-09-14,70.0,47.0,0.0,0.0,0.0
2016-09-15,76.0,57.0,0.85,0.0,0.0
2016-09-16,76.0,63.0,0.06,0.0,0.0
2016-09-17,72.0,59.0,0.0,0.0,0.0
2016-09-18,84.0,54.0,0.0,0.0,0.0
2016-09-19,79.0,61.0,0.01,0.0,0.0
2016-09-20,79.0,57.0,0.03,0.0,0.0
2016-09-21,73.0,65.0,1.88,0.0,0.0
2016-09-22,73.0,61.0,0.08,0.0,0.0
2016-09-23,71.0,60.0,0.63,0.0,0.0
2016-09-24,73.0,63.0,0.0,0.0,0.0
2016-09-25,69.0,55.0,0.23,0.0,0.0
2016-09-26,66.0,51.0,0.0,0.0,0.0
2016-09-27,60.0,49.0,0.04,0.0,0.0
2016-09-28,62.0,50.0,0.0,0.0,0.0
2016-09-29,68.0,46.0,0.0,0.0,0.0
2016-09-30,71.0,50.0,0.0,0.0,0.0
2016-10-01,74.0,52.0,0.0,0.0,0.0
2016-10-02,76.0,51.0,0.0,0.0,0.0
2016-10-03,76.0,53.0,0.0,0.0,0.0
2016-10-04,76.0,58.0,0.13,0.0,0.0
2016-10-05,65.0,56.0,0.6,0.0,0.0
2016-10-06,62.0,44.0,1.01,0.0,0.0
2016-10-07,49.0,38.0,0.04,0.0,0.0
2016-10-08,52.0,36.0,0.0,0.0,0.0
2016-10-09,60.0,36.0,0.0,0.0,0.0
2016-10-10,74.0,49.0,0.0,0.0,0.0
2016-10-11,72.0,49.0,0.0,0.0,0.0
2016-10-12,50.0,41.0,0.01,0.0,0.0
2016-10-13,54.0,37.0,0.0,0.0,0.0
2016-10-14,63.0,43.0,0.0,0.0,0.0
2016-10-15,69.0,51.0,0.0,0.0,0.0
2016-10-16,69.0,44.0,0.01,0.0,0.0
2016-10-17,72.0,54.0,0.65,0.0,0.0
2016-10-18,66.0,51.0,0.01,0.0,0.0
2016-10-19,56.0,43.0,0.0,0.0,0.0
2016-10-20,52.0,38.0,0.0,0.0,0.0
2016-10-21,54.0,39.0,0.0,0.0,0.0
2016-10-22,64.0,39.0,0.0,0.0,0.0
2016-10-23,56.0,44.0,0.0,0.0,0.0
2016-10-24,56.0,36.0,0.0,0.0,0.0
2016-10-25,52.0,42.0,0.56,0.0,0.0
2016-10-26,46.0,43.0,0.33,0.0,0.0
2016-10-27,49.0,42.0,0.0,0.0,0.0
2016-10-28,72.0,46.0,0.0,0.0,0.0
2016-10-29,56.0,46.0,0.06,0.0,0.0
2016-10-30,46.0,42.0,0.0,0.0,0.0
2016-10-31,58.0,42.0,0.0,0.0,0.0
2016-11-01,63.0,45.0,0.0,0.0,0.0
2016-11-02,62.0,40.0,0.0,0.0,0.0
2016-11-03,65.0,42.0,0.0,0.0,0.0
2016-11-04,68.0,41.0,0.0,0.0,0.0
2016-11-05,73.0,43.0,0.0,0.0,0.0
2016-11-06,70.0,46.0,0.0,0.0,0.0
2016-11-07,65.0,47.0,0.0,0.0,0.0
2016-11-08,59.0,39.0,0.0,0.0,0.0
2016-11-09,60.0,36.0,0.0,0.0,0.0
2016-11-10,68.0,45.0,0.0,0.0,0.0
2016-11-11,50.0,36.0,0.0,0.0,0.0
2016-11-12,54.0,34.0,0.0,0.0,0.0
2016-11-13,62.0,42.0,0.0,0.0,0.0
2016-11-14,50.0,40.0,0.0,0.0,0.0
2016-11-15,55.0,34.0,0.0,0.0,0.0
2016-11-16,61.0,35.0,0.0,0.0,0.0
2016-11-17,58.0,46.0,0.0,0.0,0.0
2016-11-18,48.0,31.0,0.8,0.3,0.0
2016-11-19,32.0,23.0,0.0,0.0,0.0
2016-11-20,30.0,23.0,0.0,0.0,0.0
2016-11-21,38.0,22.0,0.0,0.0,0.0
2016-11-22,36.0,32.0,0.74,1.7,0.0
2016-11-23,35.0,33.0,0.06,0.3,2.0
2016-11-24,37.0,34.0,0.04,0.0,2.0
2016-11-25,36.0,32.0,0.0,0.0,0.0
2016-11-26,46.0,28.0,0.0,0.0,0.0
2016-11-27,45.0,29.0,0.31,0.0,0.0
2016-11-28,55.0,38.0,0.97,0.0,0.0
2016-11-29,38.0,35.0,0.01,0.0,0.0
2016-11-30,40.0,36.0,0.05,0.0,0.0
2016-12-01,39.0,33.0,0.0,0.0,0.0
2016-12-02,33.0,30.0,0.0,0.0,0.0
2016-12-03,32.0,29.0,0.0,0.0,0.0
2016-12-04,38.0,31.0,0.13,2.4,2.0
2016-12-05,40.0,27.0,0.0,0.0,0.0
2016-12-06,38.0,18.0,0.0,0.0,0.0
2016-12-07,21.0,16.0,0.0,0.0,0.0
2016-12-08,24.0,16.0,0.0,0.0,0.0
2016-12-09,20.0,10.0,0.0,0.0,0.0
2016-12-10,14.0,4.0,0.16,2.0,0.0
2016-12-11,21.0,13.0,0.33,5.1,4.0
2016-12-12,14.0,-3.0,0.0,0.0,6.0
2016-12-13,10.0,-7.0,0.0,0.0,6.0
2016-12-14,10.0,-3.0,0.0,0.0,6.0
2016-12-15,4.0,-9.0,0.03,0.2,5.0
2016-12-16,12.0,4.0,0.35,5.0,5.0
2016-12-17,12.0,-11.0,0.07,1.1,9.0
2016-12-18,2.0,-20.0,0.0,0.0,8.0
2016-12-19,26.0,2.0,0.0,0.0,7.0
2016-12-20,37.0,24.0,0.0,0.0,7.0
2016-12-21,41.0,23.0,0.0,0.0,7.0
2016-12-22,37.0,20.0,0.0,0.0,6.0
2016-12-23,38.0,33.0,0.1,0.0,6.0
2016-12-24,36.0,33.0,0.0,0.0,4.0
2016-12-25,37.0,32.0,0.97,0.0,4.0
2016-12-26,43.0,18.0,0.0,0.0,1.0
2016-12-27,25.0,17.0,0.0,0.0,1.0
2016-12-28,36.0,20.0,0.0,0.0,1.0
2016-12-29,33.0,22.0,0.0,0.0,1.0
2016-12-30,32.0,18.0,0.0,0.0,1.0
2016-12-31,31.0,20.0,0.0,0.0,1.0
2017-01-01,32.0,21.0,0.0,0.0,1.0
2017-01-02,33.0,28.0,0.02,0.0,1.0
2017-01-03,32.0,2.0,0.0,0.0,1.0
2017-01-04,4.0,-6.0,0.0,0.0,1.0
2017-01-05,2.0,-8.0,0.0,0.0,1.0
2017-01-06,5.0,-9.0,0.0,0.0,1.0
2017-01-07,9.0,-2.0,0.0,0.0,1.0
2017-01-08,18.0,-5.0,0.0,0.0,1.0
2017-01-09,27.0,17.0,0.07,0.7,0.0
2017-01-10,28.0,4.0,0.23,2.2,1.0
2017-01-11,10.0,4.0,0.12,2.1,4.0
2017-01-12,14.0,-6.0,0.0,0.0,4.0
2017-01-13,9.0,-7.0,0.0,0.0,4.0
2017-01-14,24.0,4.0,0.0,0.0,3.0
2017-01-15,34.0,1.0,0.0,0.0,2.0
2017-01-16,32.0,14.0,0.12,0.0,2.0
2017-01-17,35.0,29.0,0.11,0.6,2.0
2017-01-18,41.0,25.0,0.0,0.0,2.0
2017-01-19,37.0,29.0,0.0,0.0,2.0
2017-01-20,37.0,34.0,0.09,0.0,1.0
2017-01-21,38.0,35.0,0.01,0.0,1.0
2017-01-22,40.0,34.0,0.0,0.0,0.0
2017-01-23,35.0,33.0,0.0,0.0,0.0
2017-01-24,34.0,32.0,0.0,0.0,0.0
2017-01-25,32.0,29.0,0.09,2.2,1.0
2017-01-26,30.0,23.0,0.0,0.0,2.0
2017-01-27,31.0,17.0,0.0,0.0,2.0
2017-01-28,28.0,23.0,0.0,0.0,1.0
2017-01-29,29.0,18.0,0.0,0.0,1.0
2017-01-30,42.0,15.0,0.1,0.6,1.0
2017-01-31,38.0,30.0,0.02,0.0,0.0
2017-02-01,30.0,12.0,0.0,0.3,0.0
2017-02-02,17.0,8.0,0.0,0.0,0.0
2017-02-03,24.0,7.0,0.0,0.0,0.0
2017-02-04,35.0,13.0,0.0,0.0,0.0
2017-02-05,32.0,18.0,0.0,0.0,0.0
2017-02-06,33.0,18.0,0.0,0.0,0.0
2017-02-07,32.0,12.0,0.01,0.0,0.0
2017-02-08,14.0,1.0,0.0,0.0,0.0
2017-02-09,21.0,3.0,0.0,0.0,0.0
2017-02-10,46.0,20.0,0.0,0.0,0.0
2017-02-11,43.0,36.0,0.02,0.0,0.0
2017-02-12,40.0,29.0,0.0,0.0,0.0
2017-02-13,48.0,28.0,0.0,0.0,0.0
2017-02-14,43.0,26.0,0.0,0.0,0.0
2017-02-15,36.0,19.0,0.0,0.0,0.0
2017-02-16,42.0,27.0,0.0,0.0,0.0
2017-02-17,63.0,30.0,0.0,0.0,0.0
2017-02-18,58.0,34.0,0.0,0.0,0.0
2017-02-19,59.0,32.0,0.0,0.0,0.0
2017-02-20,55.0,41.0,0.61,0.0,0.0
2017-02-21,62.0,32.0,0.0,0.0,0.0
2017-02-22,59.0,37.0,0.0,0.0,0.0
2017-02-23,39.0,29.0,0.0,0.0,0.0
2017-02-24,29.0,20.0,0.0,0.0,0.0
2017-02-25,34.0,14.0,0.0,0.0,0.0
2017-02-26,40.0,23.0,0.0,0.0,0.0
2017-02-27,44.0,22.0,0.0,0.0,0.0
2017-02-28,47.0,32.0,0.0,0.0,0.0
